Kod,Ders,Eğitmen(ler),Gün,Saat,Bina,Kayıtlı,Kontenjan,Bölüm sınırlaması,CRN,Term
EHB 211E,Basics of Electrical Circuits,Metin Hüner,Pazartesi,0830/1129,EEB,67.0,63.0,BLG BLGE EHB EHBE ELE ELK ELKE KOM KOME TEL,10697.0,2021 - 2022 Güz Dönemi
EHB 211E,Basics of Electrical Circuits,Ahmet Can Erten,Pazartesi,0830/1129,EEB,65.0,63.0,BLG BLGE EHB EHBE ELE ELK ELKE KOM KOME TEL,10698.0,2021 - 2022 Güz Dönemi
EHB 211E,Basics of Electrical Circuits,Onur Kurt,Pazartesi,0830/1129,EEB,65.0,63.0,BLG BLGE EHB EHBE ELE ELK ELKE KOM KOME TEL,10696.0,2021 - 2022 Güz Dönemi
EHB 211E,Basics of Electrical Circuits,Onur Ferhanoğlu,Pazartesi,0830/1129,EEB,65.0,63.0,BLG BLGE EHB EHBE ELE ELK ELKE KOM KOME TEL,10695.0,2021 - 2022 Güz Dönemi
EHB 211E,Basics of Electrical Circuits,İsa Yıldırım,Pazartesi,0830/1129,EEB,64.0,63.0,BLG BLGE EHB EHBE ELE ELK ELKE KOM KOME TEL,10699.0,2021 - 2022 Güz Dönemi
EHB 212E,Intr.to Electromagnetic Fields,Özgür Özdemir,Çarşamba,0830/1129,EEB,65.0,63.0,EHB EHBE ELE ELH ELK ELKE KOM KOME TEL,22971.0,2021 - 2022 Bahar Dönemi
KIM 101,Genel Kimya I,Seden Beyhan,Pazartesi,1430/1729,INB,63.0,63,BIO BLG CHZ DEN EHB ELE ELH ELK GID IML INS JEF JEO KIMM KMM KMMM KOM MAD MAK MAT MET PET TEK TEKM TEL UCK UCKM UZB UZBM,20746.0,2021 - 2022 Bahar Dönemi
KIM 101,Genel Kimya I,Gönül Yapar,Pazartesi,1430/1729,INB,62.0,63,BIO BLG CHZ DEN EHB ELE ELH ELK GID IML INS JEF JEO KIMM KMM KMMM KOM MAD MAK MAT MET PET TEK TEKM TEL UCK UCKM UZB UZBM,20745.0,2021 - 2022 Bahar Dönemi
TUR 102,Türk Dili II,Hasan Ulucutsoy,Salı,1330/1529,INB,63.0,63,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,20444.0,2019 - 2020 Bahar Dönemi
END 319E,Cost Management,Vehbi Tufan Koç,Perşembe,1130/1429,,62.0,63,END ENDE IML,13618.0,2021 - 2022 Güz Dönemi
KIM 101,Genel Kimya I,Kadriye Işıl Berker Çetin,Pazartesi,1430/1729,INB,54.0,63,BIO BLG CHZ DEN EHB ELE ELH ELK GID IML INS JEF JEO KIMM KMM KMMM KOM MAD MAK MAT MET PET TEK TEKM TEL UCK UCKM UZB UZBM,20744.0,2021 - 2022 Bahar Dönemi
END 337,Yöneylem Araştırmasına Giriş,İrem Uçal Sarı,Pazartesi,0930/1229,ISB,53.0,63,IML MAT PET,12031.0,2017 - 2018 Güz Dönemi
MAT 104,Matematik II,Şenay Pasinlioğlu,Çarşamba Perşembe,1130/1329 0830/1129,MED MED,61.0,63,BIO BLG CEV CHZ DEN END FIZ GEM GEMM GEO GID IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,20144.0,2021 - 2022 Bahar Dönemi
EHB 212E,Intr.to Electromagnetic Fields,Tuba Yılmaz Abdolsaheb,Çarşamba,0830/1129,EEB,65.0,62.0,EHB EHBE ELE ELH ELK ELKE KOM KOME TEL,22972.0,2021 - 2022 Bahar Dönemi
EHB 212E,Intr.to Electromagnetic Fields,Kamil Karaçuha,Çarşamba,0830/1129,EEB,62.0,62.0,EHB EHBE ELE ELH ELK ELKE KOM KOME TEL,22974.0,2021 - 2022 Bahar Dönemi
EHB 222E,Introduction to Electronics,Fatma İnci Çilesiz,Pazartesi,0830/1129,EEB,57.0,62.0,ELE ELH ELK ELKE KOM KOME MKN TEL,22984.0,2021 - 2022 Bahar Dönemi
EHB 222E,Introduction to Electronics,Bora Döken,Pazartesi,0830/1129,EEB,64.0,62.0,ELE ELH ELK ELKE KOM KOME MKN TEL,22985.0,2021 - 2022 Bahar Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Deniz Bayraktar Bural,Salı,0830/1129,,44.0,62.0,DEN DENE,22618.0,2021 - 2022 Bahar Dönemi
EHB 222E,Introduction to Electronics,Hacer Atar Yıldız,Pazartesi,0830/1129,EEB,63.0,62.0,ELE ELH ELK ELKE KOM KOME MKN TEL,22986.0,2021 - 2022 Bahar Dönemi
EHB 212E,Intr.to Electromagnetic Fields,Serkan Şimşek,Çarşamba,0830/1129,EEB,64.0,62.0,EHB EHBE ELE ELH ELK ELKE KOM KOME TEL,22973.0,2021 - 2022 Bahar Dönemi
KIM 203E,Analytical Chemistry,Fatma Bedia Berker,Pazartesi,1330/1629,FEB,61.0,62,BIOE METE,21050.0,2017 - 2018 Bahar Dönemi
KIM 203E,Analytical Chemistry,Ferah Çalışır,Pazartesi,1330/1629,FEB,65.0,62,BIOE METE,21049.0,2017 - 2018 Bahar Dönemi
MAT 210E,Engineering Mathematics,Ayşegül Tepe,Pazartesi Salı,1230/1429 1530/1729,MED MED,62.0,62,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,20709.0,2018 - 2019 Bahar Dönemi
MAT 202,Sayısal Yöntemler,Deniz Bayraktar Bural,Salı,1230/1529,,63.0,62,CEV CHZ DEN EHB ELE ELH ELK GEM GEO GID IML INS ISL JEF JEO KOM KON MAD MAK MET PET TEK TEL,12285.0,2020 - 2021 Güz Dönemi
END 339,Proje Yönetimi,Ayberk Soyer,Çarşamba,0930/1229,ISB,59.0,62,END IML PET UCK UZB,23072.0,2017 - 2018 Bahar Dönemi
END 337E,Intr. to Operations Research,İrem Uçal Sarı,Çarşamba,0930/1229,,77.0,62,IMLE MAT MATE PET,13648.0,2021 - 2022 Güz Dönemi
FIZ 102E,Physics II,Mehmet Özkan,Perşembe Perşembe,0830/1129 1330/1629,FEB FEB,61.0,62,BIO BIOE BLG BLGE CHZ CHZE DEN DENE DUI DUIE DUIK FIZM GEM GEME GEMK GID GIDE GMI GMIE GMIK IML IMLE JEF JEFE JEO JEOE KIM KIME KMM KMME MAD MADE MAK MAKE MAKM MET METE MTO MTOE PET PETE TEK TEKE UCK UCKE UCKM UZB UZBE UZBM,30651.0,2016 - 2017 Yaz Dönemi
MAT 271,Olasılık ve İstatistik,Cemile Yerlikaya,Perşembe,1330/1629,KMB,65.0,62,BIO BLG EHB ELE ELH EUT FIZ GEM GEO GID IML IMLM INS JDF JEO KMM MET MTO PET TEL UCK UZB,11112.0,2021 - 2022 Güz Dönemi
MAT 210E,Engineering Mathematics,Seher Melike Aydoğan,Pazartesi Salı,1230/1429 1530/1729,MED MED,62.0,62,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,20710.0,2018 - 2019 Bahar Dönemi
MAT 202E,Numerical Methods,İpek Yalçın Eniş,Perşembe,1330/1629,MKB,66.0,62,BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UZB UZBE,24352.0,2017 - 2018 Bahar Dönemi
END 311,İstatistik,Cengiz Kahraman,Cuma,0830/1129,ISB,62.0,61,END,13912.0,2018 - 2019 Güz Dönemi
END 331E,Operations Research I,Kutay Tinç,Cuma,0930/1229,ISB,50.0,61,ENDE KOME PETE,13923.0,2018 - 2019 Güz Dönemi
END 421E,Production Planning&Control;,Emine Yaylalı,Salı,1330/1629,ISB,51.0,61,ENDE KOM KOME,13930.0,2018 - 2019 Güz Dönemi
MAT 210E,Engineering Mathematics,İrma Hacınlıyan,Pazartesi Salı,1230/1429 1530/1729,FEB FEB,49.0,61,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE INS INSE ISL ISLE JDF JEF JEFE JEFM JEO JEOE KIM KIME KMM KMME MAD MADE MATM MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UCKM UZB UZBE UZBM,25478.0,2018 - 2019 Bahar Dönemi
MAT 202E,Numerical Methods,"Tuba Gürbüz Büyükkayıkcı, Atila Sezen",Pazartesi Perşembe,1530/1629 1030/1229,INB INB,62.0,61,BLG BLGE CEV CEVE CHZ CHZE DEN DENE EHB EHBE ELE ELH ELK ELKE GEM GEME GEMK GEO GEOE GID GIDE IML IMLE INS INSE ISL ISLE JEF JEFE JEO JEOE KMM KMME KOM KOME KON KONE MAD MADE MAK MAKE MET METE MTO MTOE PET PETE TEK TEKE TEL UCK UCKE UZB UZBE,23019.0,2019 - 2020 Bahar Dönemi
KON 315,Elektronik Enstrümantasyon,Serhat İkizoğlu,Çarşamba,0830/1229,EEB,43.0,60.0,KOM,10714.0,2021 - 2022 Güz Dönemi
KON 315E,Electronic Instrumentation,Serhat İkizoğlu,Perşembe,0830/1229,EEB,47.0,60.0,KOM KOME,10716.0,2021 - 2022 Güz Dönemi
BLG 443E,Discrete Event Simulation,Sanem Kabadayı,Pazartesi,0830/1029,,15.0,60.0,BLG BLGE,21163.0,2020 - 2021 Bahar Dönemi
EHB 311E,Intr.to Electronics Laboratory,Bora Döken,Çarşamba,0830/1029,,51.0,60.0,BLG BLGE EHB EHBE KOM KOME,22547.0,2020 - 2021 Bahar Dönemi
EHB 466,Uzaktan Algılama,Sedef Kent Pınar,Çarşamba,0830/1129,EEB,51.0,60.0,EHB ELH TEL,23109.0,2021 - 2022 Bahar Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Gökhan Çevikbilen,Salı,0830/1129,,37.0,60.0,INS INSE,21359.0,2021 - 2022 Bahar Dönemi
BLG 449E,Prog.in Parallel&DistrubedSys.,Deniz Turgay Altılar,Pazartesi,1030/1229,EEB,4.0,60.0,BLG BLGE,21581.0,2021 - 2022 Bahar Dönemi
KON 435E,Industrial Data Communications,Ali Fuat Ergenç,Pazartesi,1230/1629,EEB,55.0,60.0,KOM KOME,10736.0,2021 - 2022 Güz Dönemi
BLG 442E,Tech.&Innov. Mng.for Inf.Tech.,Gökhan İnce,Cuma,0830/1129,EEB,31.0,60.0,BLG BLGE,21582.0,2021 - 2022 Bahar Dönemi
ISL 213,İstatistik I,Suat Küçükçifçi,Salı,1430/1729,,22.0,60.0,IMLM ISL,13598.0,2021 - 2022 Güz Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Egnar Özdikililer,Salı,1430/1729,UUB,58.0,60.0,UCK UZBE,22499.0,2021 - 2022 Bahar Dönemi
BLG 435E,Artificial Intelligence,Sanem Sarıel,Pazartesi,1430/1629,,29.0,60.0,BLG BLGE,21570.0,2021 - 2022 Bahar Dönemi
END 453E,Indus.4.0 & Digital Transform.,"Alp Üstündağ, Ali Fuat Ergenç",Çarşamba,0830/1129,EEB,59.0,60.0,END ENDE ISL ISLE KOM KOME,12721.0,2022 - 2023 Güz Dönemi
BIL 100E,Intr.to Prog.Language(PYTHON),Mehmet Nazmi Postacıoğlu,Salı,0830/1129,,59.0,60.0,FIZ FIZE FIZM,15124.0,2021 - 2022 Güz Dönemi
KON 224,Ölçme ve Enstrümantasyon,Yücel Aydın,Salı,0830/1129,,14.0,60.0,EHB ELE ELH ELK TEL,21465.0,2020 - 2021 Bahar Dönemi
BLG 242E,Logic Circuits Laboratory,İlkay Öksüz,Perşembe,1330/1529,EEB,35.0,60.0,BLG BLGE,21547.0,2021 - 2022 Bahar Dönemi
BLG 242E,Logic Circuits Laboratory,Ali Çakmak,Cuma,1030/1229,EEB,60.0,60.0,BLG BLGE,21544.0,2021 - 2022 Bahar Dönemi
BLG 242E,Logic Circuits Laboratory,İlkay Öksüz,Cuma,1400/1559,EEB,54.0,60.0,BLG BLGE,21546.0,2021 - 2022 Bahar Dönemi
KON 224E,Measurement&Instrumentation,Serhat İkizoğlu,Salı,0830/1129,,11.0,60.0,EHB EHBE ELK ELKE,21466.0,2020 - 2021 Bahar Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Nilay Çelik Muhtaroğlu,Salı,1330/1629,,34.0,60.0,INS INSE,21360.0,2021 - 2022 Bahar Dönemi
BLG 231,Sayısal Devreler,Ali Sinan Çabuk,Perşembe,0830/1129,EEB,70.0,60.0,ELK KOM MKN,22990.0,2021 - 2022 Bahar Dönemi
END 341E,Work Analysis and Design,Fethi Çalışır,Salı,0830/1129,MDB,61.0,60.0,ENDE,12682.0,2022 - 2023 Güz Dönemi
END 210E,Linear Algebra for Indust.Eng.,Erkan Işıklı,Pazartesi,1330/1629,MDB,58.0,60.0,ENDE,12660.0,2022 - 2023 Güz Dönemi
EHB 433,Sayısal Filtreler&Sistemler,Müştak Erhan Yalçın,Salı,0830/1129,,33.0,60.0,EHB ELE KOM,23078.0,2020 - 2021 Bahar Dönemi
EHB 362,Mikrodalga Mühendisliği,Mesut Kartal,Çarşamba,1230/1529,,60.0,60.0,EHB ELE ELH TEL,22685.0,2020 - 2021 Bahar Dönemi
BLG 459E,Computer Security,Şerif Bahtiyar,Çarşamba,1030/1229,EEB,51.0,60.0,BLG BLGE,11513.0,2021 - 2022 Güz Dönemi
KON 224E,Measurement&Instrumentation,Serhat İkizoğlu,Salı,0830/1129,EEB,16.0,60.0,EHB EHBE ELK ELKE,22899.0,2021 - 2022 Bahar Dönemi
BLG 450E,Real-Time Systems Software,Deniz Turgay Altılar,Pazartesi,1030/1229,EEB,6.0,60.0,BLG BLGE,11504.0,2021 - 2022 Güz Dönemi
BLG 447,Derleyici Tasarımı,Takuhi Nadia Erdoğan,Çarşamba,0830/1029,,21.0,60.0,BLG,11501.0,2021 - 2022 Güz Dönemi
END 252E,Theory of Probability,Kutay Tinç,Perşembe,0830/1129,MED,58.0,60.0,ECNM END ENDE,12666.0,2022 - 2023 Güz Dönemi
EHB 313,Elektromagnetik Dalgalar,Özgür Özdemir,Salı,0830/1129,EEB,42.0,60.0,EHB ELE TEL,10766.0,2021 - 2022 Güz Dönemi
KON 224,Ölçme ve Enstrümantasyon,Yücel Aydın,Salı,0830/1129,EEB,14.0,60.0,EHB ELE ELH ELK TEL,22898.0,2021 - 2022 Bahar Dönemi
KON 426E,Intelligent Control Systems,Gülay Öke Günel,Pazartesi,1230/1529,EEB,49.0,60.0,KOM KOME MKN,22921.0,2021 - 2022 Bahar Dönemi
EHB 440E,Comp.Aided Devices in Medicine,Onur Ergen,Salı,1230/1529,,41.0,60.0,EHB EHBE,23083.0,2020 - 2021 Bahar Dönemi
EHB 362,Mikrodalga Mühendisliği,Sedef Kent Pınar,Çarşamba,1230/1529,,60.0,60.0,EHB ELE ELH TEL,22684.0,2020 - 2021 Bahar Dönemi
BLG 351E,Microcomputer Lab.,İlkay Öksüz,Pazartesi,1230/1429,EEB,61.0,60.0,BLG BLGE,11480.0,2021 - 2022 Güz Dönemi
BLG 351E,Microcomputer Lab.,İlkay Öksüz,Salı,1230/1429,EEB,34.0,60.0,BLG BLGE,11477.0,2021 - 2022 Güz Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Şükriye Beste Aydın,Cuma,0830/1129,,59.0,60.0,CHZ,13244.0,2021 - 2022 Güz Dönemi
BLG 351E,Microcomputer Lab.,İlkay Öksüz,Perşembe,1330/1529,EEB,41.0,60.0,BLG BLGE,11478.0,2021 - 2022 Güz Dönemi
BLG 449E,Prog.in Parallel&DistrubedSys.,Deniz Turgay Altılar,Pazartesi,1030/1229,,14.0,60.0,BLG BLGE,21142.0,2020 - 2021 Bahar Dönemi
END 252E,Theory of Probability,Kutay Tinç,Perşembe,1130/1429,MED,58.0,60.0,ECNM END ENDE,12667.0,2022 - 2023 Güz Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Erdem Üçer,Cuma,1400/1659,,68.0,60.0,GEM,14134.0,2021 - 2022 Güz Dönemi
BIL 100E,Intr.to Prog.Language(PYTHON),Ömer Özyıldırım,Salı Salı,1430/1529 1530/1729,,57.0,60.0,BIOE CEV CEVE DEN DUI ECNE ENTE EUT EUTE FIZ GEM GID GMI ICM IML IMLE ISL ISLE JEO KIM MAK MAKE MET METE MTO PEM PEME PETE SEN TEKE,20442.0,2020 - 2021 Bahar Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Ata Bilgili,Salı,1430/1729,,25.0,60.0,GMI,12040.0,2021 - 2022 Güz Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Ahmet Murat Akoğlu,Pazartesi,1130/1429,,58.0,60.0,JEO JEOE,13489.0,2021 - 2022 Güz Dönemi
ISL 458E,Intellectual Property Law,Özgür Öztürk,Pazartesi,1430/1729,,26.0,60.0,ENTE EUT EUTE ISL ISLE,13630.0,2021 - 2022 Güz Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Aydın Mert,Salı,1330/1629,,33.0,60.0,DUI DUIE GMI GMIE,11599.0,2021 - 2022 Güz Dönemi
ISL 421E,Organizational Behaviour,İdil Vedia Evcimen,Perşembe,1430/1729,,15.0,60.0,ISL ISLE,13623.0,2021 - 2022 Güz Dönemi
BIL 100E,Intr.to Prog.Language(PYTHON),Erke Arıbaş,Perşembe Perşembe,1430/1529 1530/1729,,50.0,60.0,BIOE CEV CEVE CHZ CHZE DEN DUI ECNE ENTE EUTE FIZ GEM GID GMI ICM IML IMLE ISL ISLE JEF JEFE JEO JEOE KIM MAD MADE MAK MAKE MET METE MIM MIME MTO PEME PET PETE SEN TEKE,20450.0,2020 - 2021 Bahar Dönemi
BLG 468E,Object Oriented Model.&Design,Feza Buzluca,Pazartesi,0830/1029,,60.0,60.0,BLG BLGE,21166.0,2020 - 2021 Bahar Dönemi
BLG 468E,Object Oriented Model.&Design,Feza Buzluca,Pazartesi,0830/1029,EEB,54.0,60.0,BLG BLGE,21576.0,2021 - 2022 Bahar Dönemi
BIL 113E,Intr.to Sci& Eng.Comp.(MATLAB),Mustafa Resa Becan,Perşembe Cuma,0900/1259 0900/1229,,62.0,60.0,GEM GEME INS INSE ISL ISLE TEKE,30573.0,2020 - 2021 Yaz Dönemi
BLG 475E,Software Quality and Testing,Ayşe Tosun,Perşembe,0830/1029,,46.0,60.0,BLG BLGE,21583.0,2021 - 2022 Bahar Dönemi
BLG 212,Mikroişlemci Sistemleri,Tamer Ölmez,Salı,1230/1529,,14.0,60.0,EHB EHBE ELE KOM KOME TEL,21536.0,2020 - 2021 Bahar Dönemi
BLG 477E,Multimedia Computing,Uluğ Bayazıt,Salı,1330/1529,EEB,10.0,60.0,BLG BLGE,21584.0,2021 - 2022 Bahar Dönemi
EHB 313,Elektromagnetik Dalgalar,Funda Akleman Yapar,Salı,0830/1129,EEB,59.0,60.0,EHB ELE TEL,10765.0,2021 - 2022 Güz Dönemi
TUR 102,Türk Dili II,Sena Aydın,Perşembe,1530/1729,EEB,58.0,60,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,14108.0,2018 - 2019 Güz Dönemi
MAT 104,Matematik II,Şeyda Canan Tekin,Perşembe Cuma,1230/1429 1430/1729,INB MED,31.0,60,BIO BLG CEV CHZ DEN DUI END FIZ GEM GEMM GEO GID GMI IML IMLM INS ISL JDF JEF JEFM JEO KIM KMM KMMM MAD MAK MAKM MATM MET MTO PET PETM TEK UCK UCKM UZB UZBM,20653.0,2018 - 2019 Bahar Dönemi
TUR 102,Türk Dili II,Sena Aydın,Perşembe,1330/1529,EEB,60.0,60,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,14107.0,2018 - 2019 Güz Dönemi
KIM 205E,Organic Chemistry,Hakan Durmaz,Salı,0830/1129,,61.0,60,BIOM CEV CEVE CHZE DENE ELKE GEME GEMK INS INSE JEOE KIM KIMM MADE MET METE PETE TEKE,20602.0,2020 - 2021 Bahar Dönemi
KIM 205E,Organic Chemistry,Nesrin Köken,Salı,0830/1129,,48.0,60,BIOM CEV CEVE CHZE DENE ELKE GEME GEMK INS INSE JEOE KIM KIMM MADE MET METE PETE TEKE,20603.0,2020 - 2021 Bahar Dönemi
TUR 102,Türk Dili II,Özlem Kara,Cuma,1030/1229,INB,59.0,60,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,20571.0,2017 - 2018 Bahar Dönemi
TUR 102,Türk Dili II,Özlem Kara,Cuma,1330/1529,INB,58.0,60,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,20573.0,2017 - 2018 Bahar Dönemi
TUR 102,Türk Dili II,Hasan Ulucutsoy,Cuma,1030/1229,MEDB,59.0,60,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,20711.0,2017 - 2018 Bahar Dönemi
TUR 102,Türk Dili II,Hasan Ulucutsoy,Perşembe Cuma,1400/1629 1400/1629,,61.0,60,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MBI MCB MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBL SBP SBPE SCE SDU SEH SEK SEN SES SGM SIN SIS SMT STP TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,30259.0,2020 - 2021 Yaz Dönemi
KIM 101EL,General Chemistry I Lab,Nesrin Köken,Pazartesi,1130/1329,,58.0,60,BIO BIOE BLG BLGE CEV CEVE CHZ CHZE DEN DENE DUI EHB EHBE ELE ELH ELK ELKE END ENDE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KMM KMME KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MTO MTOE PET PETE SEH TEK TEKE TEL UCK UCKE UZB UZBE,10045.0,2020 - 2021 Güz Dönemi
KIM 206L,Ana. Kimya & Enst Anz. Lab.,Ferah Çalışır,Cuma,0930/1129,,45.0,60,GID KIMM KMM KYD,20610.0,2020 - 2021 Bahar Dönemi
TUR 102,Türk Dili II,Sena Aydın,Cuma,0830/1029,KMB,57.0,60,BIO BIOE BLG BLGE CAB CEV CEVE CHZ CHZE DEN DENE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE PEM PEME PET PETE SBP SBPE SEH SES TEK TEKE TEL THO UCK UCKE UZB UZBE,14109.0,2018 - 2019 Güz Dönemi
MAT 103,Matematik I,Cem Güzel,Perşembe Cuma,0830/1029 1430/1729,DZB DZB,68.0,60,DUI GMI,13896.0,2017 - 2018 Güz Dönemi
TUR 102,Türk Dili II,Hasan Ulucutsoy,Perşembe Cuma,0900/1129 0900/1129,,60.0,60,BIO BIOE BLG BLGE BST CAB CEB CEV CEVE CHZ CHZE DEN DENE DUI DUIE ECNE EHB EHBE EHN ELE ELH ELK ELKE END ENDE ENTE EUT EUTE FIZ FIZE GEM GEME GEMK GEO GEOE GID GIDE GMI GMIE ICM IML IMLE INS INSE ISL ISLE JDF JEF JEFE JEO JEOE KIM KIME KMM KMME KMP KOM KOME MAD MADE MAK MAKE MAT MATE MBI MCB MET METE MIM MIME MTO MTOE MTR MUT MUZ MUZE MZT PEM PEME PET PETE SBL SBP SBPE SCE SDU SEH SEK SEN SES SGM SIN SIS SMT STP TEK TEKE TEL THO UCK UCKE UZB UZBE YZVE,30257.0,2020 - 2021 Yaz Dönemi
